"P1","P2","Rounds","Rounds","P1 Mean","P2 Mean","0-00","0-01","0-01","0-11","1-00","1-01","1-00","1-11","cov(p1,p2)",,,,,,,,,,,,,,,,,,,,,
4100,1194,153,154,0.605263,0.552632,0.000000,0.000000,0.000000,0.000000,0.032258,0.166667,0.100000,0.022222,0.161120,,,,,,,,,,,,,,,,,,,,,
1194,7170,1592,1592,0.869893,0.967945,0.000000,0.000000,0.000000,0.000000,0.500000,0.005780,0.250000,"8.305647840531562E-4",0.006415,,,,,,,,,,,,,,,,,,,,,
8655,1194,550,550,0.397086,0.386157,0.000000,0.000000,0.000000,0.000000,0.125000,0.006803,0.250000,0.017241,-0.043769,,,,,,,,,,,,,,,,,,,,,
4166,1194,473,473,0.417373,0.423729,0.000000,0.000000,0.000000,0.000000,0.500000,0.008621,"NaN",0.012821,-0.006987,,,,,,,,,,,,,,,,,,,,,
5209,1194,134,134,0.338346,0.323308,0.000000,0.000000,0.000000,0.000000,0.100000,"NaN",0.125000,0.038462,0.124509,,,,,,,,,,,,,,,,,,,,,
9992,1194,2247,2247,0.402048,0.399822,0.000000,0.000000,0.000000,0.000000,0.038462,0.001916,0.058824,0.002967,-0.005734,,,,,,,,,,,,,,,,,,,,,
5983,1194,4786,4786,0.401045,0.396865,0.000000,0.000000,0.000000,0.000000,0.021739,"7.874015748031496E-4",0.027778,0.001767,-0.037288,,,,,,,,,,,,,,,,,,,,,
1194,4205,200,200,0.366834,0.381910,0.000000,0.000000,0.000000,0.000000,0.200000,0.018519,0.500000,0.090909,-0.074070,,,,,,,,,,,,,,,,,,,,,
1194,4231,124,124,0.390244,0.398374,0.000000,0.000000,0.000000,0.000000,0.250000,0.043478,1.000000,0.052632,0.024653,,,,,,,,,,,,,,,,,,,,,
4379,1194,1392,1392,0.033070,0.095615,0.000000,0.000000,0.000000,0.000000,0.028571,0.250000,1.000000,0.200000,0.003310,,,,,,,,,,,,,,,,,,,,,
1194,6699,1224,1224,0.405560,0.457073,0.000000,0.000000,0.000000,0.000000,0.031250,0.004098,0.166667,0.004695,0.032279,,,,,,,,,,,,,,,,,,,,,
7373,1194,2210,2210,0.617021,0.527841,0.000000,0.000000,0.000000,0.000000,0.011765,0.003115,0.002833,0.001658,0.031634,,,,,,,,,,,,,,,,,,,,,
7389,1194,1395,1395,0.401004,0.391679,0.000000,0.000000,0.000000,0.000000,0.111111,0.002857,0.062500,0.005464,-0.022806,,,,,,,,,,,,,,,,,,,,,
1194,7506,305,305,0.118421,0.046053,0.000000,"NaN",0.000000,0.000000,0.050000,0.100000,0.500000,0.333333,0.007722,,,,,,,,,,,,,,,,,,,,,
8322,1194,66,66,0.615385,0.600000,0.000000,0.000000,0.000000,0.000000,0.250000,0.066667,0.500000,0.055556,-0.040559,,,,,,,,,,,,,,,,,,,,,
7812,8608,730,730,0.024691,0.060357,0.000000,0.000000,0.000000,0.000000,0.062500,"NaN","NaN",1.000000,0.002627,,,,,,,,,,,,,,,,,,,,,
2476,8608,248,248,0.712551,0.732794,0.000000,0.000000,0.000000,0.000000,0.500000,0.020408,0.333333,0.008264,-0.005877,,,,,,,,,,,,,,,,,,,,,
8608,6780,857,856,0.209112,0.053738,0.000000,0.000000,0.000000,0.000000,0.008475,0.250000,0.032258,0.040000,0.022654,,,,,,,,,,,,,,,,,,,,,
8650,8608,357,357,0.727528,0.719101,0.000000,0.000000,0.000000,0.000000,0.500000,0.012987,0.166667,0.005780,-0.024510,,,,,,,,,,,,,,,,,,,,,
8608,8582,453,453,0.630531,0.542035,0.000000,0.000000,0.000000,0.000000,0.071429,0.008929,0.019608,0.009346,-0.079954,,,,,,,,,,,,,,,,,,,,,
9008,8608,858,858,0.610268,0.618436,0.000000,0.000000,0.000000,0.000000,0.016393,0.005650,0.006993,0.007092,-0.032748,,,,,,,,,,,,,,,,,,,,,
1365,8608,5186,5186,0.554291,0.557763,0.000000,0.000000,0.000000,0.000000,0.166667,"5.288207297726071E-4",0.016393,0.001093,-0.127618,,,,,,,,,,,,,,,,,,,,,
4400,8608,1392,1392,0.560748,0.559310,0.000000,0.000000,0.000000,0.000000,0.250000,0.001984,0.058824,0.003937,-0.126490,,,,,,,,,,,,,,,,,,,,,
9784,8608,49,50,0.770833,0.895833,"NaN",0.000000,"NaN",0.000000,0.333333,0.166667,0.500000,0.040000,0.052721,,,,,,,,,,,,,,,,,,,,,
8608,1378,708,708,0.625177,0.620934,0.000000,0.000000,0.000000,0.000000,0.029412,0.005128,0.037037,0.005405,-0.083543,,,,,,,,,,,,,,,,,,,,,
7334,8608,1305,1305,0.612730,0.601994,0.000000,0.000000,0.000000,0.000000,0.076923,0.002387,0.010989,0.003623,-0.097872,,,,,,,,,,,,,,,,,,,,,
8608,1513,1414,1414,0.094126,0.042463,0.000000,0.000000,0.000000,0.000000,0.013158,0.500000,0.024390,0.076923,0.006622,,,,,,,,,,,,,,,,,,,,,
4678,8608,464,464,0.745140,0.768898,0.000000,0.000000,0.000000,0.000000,1.000000,0.010309,0.200000,0.004149,-0.027426,,,,,,,,,,,,,,,,,,,,,
1281,8608,448,448,0.742729,0.718121,0.000000,0.000000,0.000000,0.000000,0.142857,0.011628,0.013333,0.006135,-0.024349,,,,,,,,,,,,,,,,,,,,,
7558,8608,2254,2254,0.564137,0.572126,0.000000,0.000000,0.000000,0.000000,0.142857,0.001289,0.047619,0.002146,-0.109565,,,,,,,,,,,,,,,,,,,,,
4100,8608,405,406,0.574257,0.636139,0.000000,0.000000,0.000000,0.000000,0.034483,0.050000,0.043478,0.006250,0.115793,,,,,,,,,,,,,,,,,,,,,
7170,8608,4774,4774,0.034779,0.053426,0.000000,0.000000,0.000000,0.000000,0.007194,0.125000,0.166667,0.076923,0.002961,,,,,,,,,,,,,,,,,,,,,
8655,8608,164,164,0.809816,0.815951,0.000000,0.000000,0.000000,0.000000,"NaN",0.040000,0.500000,0.009615,"-2.9926679634894275E-4",,,,,,,,,,,,,,,,,,,,,
4166,8608,211,211,0.733333,0.757143,0.000000,0.000000,0.000000,0.000000,1.000000,0.023256,0.500000,0.009346,-0.014511,,,,,,,,,,,,,,,,,,,,,
5209,8608,992,992,0.033300,0.078708,0.000000,0.000000,0.000000,0.000000,0.041667,0.500000,1.000000,0.200000,0.006463,,,,,,,,,,,,,,,,,,,,,
9992,8608,814,814,0.599016,0.607626,0.000000,0.000000,0.000000,0.000000,1.000000,0.003802,0.111111,0.004695,-0.089238,,,,,,,,,,,,,,,,,,,,,
5983,8608,676,676,0.653333,0.665185,0.000000,0.000000,0.000000,0.000000,0.333333,0.005291,0.333333,0.004082,-0.059130,,,,,,,,,,,,,,,,,,,,,
4205,8608,1113,1113,0.598921,0.595324,0.000000,0.000000,0.000000,0.000000,0.050000,0.002703,0.200000,0.003704,-0.107131,,,,,,,,,,,,,,,,,,,,,
8608,4231,132,132,0.816794,0.816794,0.000000,0.000000,0.000000,0.000000,0.250000,0.066667,0.076923,0.013333,0.009658,,,,,,,,,,,,,,,,,,,,,
4379,8608,102,102,0.069307,0.495050,0.000000,0.000000,0.000000,"NaN","NaN","NaN","NaN",0.166667,0.025432,,,,,,,,,,,,,,,,,,,,,
8608,6699,784,784,0.766284,0.789272,0.000000,0.000000,0.000000,0.000000,0.058824,0.006993,0.037037,0.002427,-0.017828,,,,,,,,,,,,,,,,,,,,,
7373,8608,48,48,0.617021,0.829787,"NaN",0.000000,0.000000,0.000000,1.000000,0.166667,0.200000,0.062500,-0.033245,,,,,,,,,,,,,,,,,,,,,
7389,8608,2503,2503,0.560751,0.560751,0.000000,0.000000,0.000000,0.000000,0.200000,0.001112,0.037037,0.002123,-0.121271,,,,,,,,,,,,,,,,,,,,,
8608,7506,784,784,0.168582,0.054917,0.000000,0.000000,0.000000,0.000000,0.017241,0.166667,0.018868,0.071429,0.009911,,,,,,,,,,,,,,,,,,,,,
8322,8608,314,314,0.466454,0.658147,0.000000,0.000000,0.000000,0.000000,0.047619,0.027027,0.090909,0.013158,-0.012088,,,,,,,,,,,,,,,,,,,,,
7812,2476,1460,1460,0.026045,0.090473,0.000000,0.000000,0.000000,0.000000,0.032258,0.333333,1.000000,0.500000,0.001072,,,,,,,,,,,,,,,,,,,,,
7812,6780,543,542,0.036900,0.356089,0.000000,0.000000,0.000000,0.000000,0.100000,0.125000,"NaN",1.000000,0.021940,,,,,,,,,,,,,,,,,,,,,
7812,8650,108,108,0.037383,0.130841,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,"NaN",1.000000,0.013846,,,,,,,,,,,,,,,,,,,,,
7812,8582,2197,2197,0.040528,0.035064,0.000000,0.000000,0.000000,0.000000,0.012346,0.250000,0.500000,1.000000,0.001312,,,,,,,,,,,,,,,,,,,,,
7812,9008,1391,1391,0.034532,0.377698,0.000000,0.000000,0.000000,0.000000,0.040000,0.052632,0.500000,1.000000,0.007830,,,,,,,,,,,,,,,,,,,,,
7812,1365,390,390,0.025707,0.061697,0.000000,0.000000,0.000000,0.000000,0.166667,0.500000,"NaN",1.000000,0.003559,,,,,,,,,,,,,,,,,,,,,
4400,7812,102,102,0.079208,0.039604,0.000000,"NaN",0.000000,"NaN",0.333333,0.500000,"NaN",0.500000,0.016696,,,,,,,,,,,,,,,,,,,,,
7812,9784,1870,1869,0.029428,0.248261,0.000000,0.000000,0.000000,0.000000,0.022222,0.142857,"NaN",0.500000,0.021591,,,,,,,,,,,,,,,,,,,,,
7812,1378,1232,1232,0.032494,0.063363,0.000000,0.000000,0.000000,0.000000,0.027027,1.000000,"NaN",1.000000,"-4.325487672360132E-4",,,,,,,,,,,,,,,,,,,,,
7812,7334,1826,1826,0.023562,0.100274,0.000000,0.000000,0.000000,0.000000,0.026316,0.500000,0.500000,"NaN",0.002022,,,,,,,,,,,,,,,,,,,,,
7812,1513,2398,2398,0.036713,0.030872,0.000000,0.000000,0.000000,0.000000,0.012195,0.500000,0.500000,1.000000,"5.358379932101684E-4",,,,,,,,,,,,,,,,,,,,,
7812,4678,240,240,0.046025,0.079498,0.000000,0.000000,0.000000,0.000000,0.142857,0.500000,"NaN",1.000000,0.004725,,,,,,,,,,,,,,,,,,,,,
7812,1281,295,295,0.040816,0.146259,0.000000,0.000000,0.000000,0.000000,0.100000,"NaN","NaN",1.000000,0.011057,,,,,,,,,,,,,,,,,,,,,
7812,7558,252,252,0.055777,0.079681,0.000000,0.000000,0.000000,0.000000,0.100000,1.000000,1.000000,1.000000,0.007525,,,,,,,,,,,,,,,,,,,,,
7812,4100,2621,2620,0.032061,0.041985,0.000000,0.000000,0.000000,0.000000,0.012658,1.000000,0.500000,1.000000,"9.445145055642758E-4",,,,,,,,,,,,,,,,,,,,,
7812,7170,1079,1079,0.033395,0.039889,0.000000,0.000000,0.000000,0.000000,0.033333,0.333333,0.500000,"NaN",0.003307,,,,,,,,,,,,,,,,,,,,,
7812,8655,57,57,0.071429,0.089286,0.000000,0.000000,0.000000,0.000000,0.500000,"NaN","NaN",1.000000,0.029449,,,,,,,,,,,,,,,,,,,,,
7812,4166,1146,1146,0.032314,0.057642,0.000000,0.000000,0.000000,0.000000,0.030303,"NaN",0.500000,1.000000,0.001632,,,,,,,,,,,,,,,,,,,,,
7812,5209,831,831,0.027711,0.030120,0.000000,0.000000,0.000000,0.000000,0.047619,"NaN","NaN",1.000000,0.001576,,,,,,,,,,,,,,,,,,,,,
7812,9992,300,300,0.040134,0.073579,0.000000,0.000000,0.000000,0.000000,0.111111,1.000000,"NaN",1.000000,0.003746,,,,,,,,,,,,,,,,,,,,,
7812,5983,1055,1055,0.032258,0.061670,0.000000,0.000000,0.000000,0.000000,0.037037,0.250000,1.000000,1.000000,0.001808,,,,,,,,,,,,,,,,,,,,,
7812,4205,2854,2854,0.032948,0.055030,0.000000,0.000000,0.000000,0.000000,0.012048,0.200000,0.250000,1.000000,"6.410837410110085E-4",,,,,,,,,,,,,,,,,,,,,
7812,4231,307,307,0.042484,0.084967,0.000000,0.000000,0.000000,0.000000,0.111111,0.500000,1.000000,"NaN",0.006206,,,,,,,,,,,,,,,,,,,,,
7812,4379,338,338,0.032641,0.029674,0.000000,0.000000,0.000000,0.000000,0.111111,"NaN","NaN",1.000000,0.004969,,,,,,,,,,,,,,,,,,,,,
7812,6699,1124,1124,0.033838,0.072128,0.000000,0.000000,0.000000,0.000000,0.033333,0.250000,0.500000,1.000000,0.002904,,,,,,,,,,,,,,,,,,,,,
7812,7373,468,468,0.040685,0.102784,0.000000,0.000000,0.000000,0.000000,0.071429,0.500000,1.000000,1.000000,0.004392,,,,,,,,,,,,,,,,,,,,,
7812,7389,2042,2042,0.036257,0.059775,0.000000,0.000000,0.000000,0.000000,0.014286,0.500000,"NaN",1.000000,"-6.963036402140077E-4",,,,,,,,,,,,,,,,,,,,,
7812,7506,1886,1886,0.026525,0.029708,0.000000,0.000000,0.000000,0.000000,0.022727,0.333333,1.000000,1.000000,"8.039132403779383E-4",,,,,,,,,,,,,,,,,,,,,
7812,8322,274,274,0.032967,0.073260,0.000000,0.000000,0.000000,"NaN",0.142857,"NaN","NaN",1.000000,0.001257,,,,,,,,,,,,,,,,,,,,,
2476,6780,193,192,0.885417,0.901042,0.000000,0.000000,0.000000,0.000000,0.111111,0.142857,0.200000,0.006757,0.050086,,,,,,,,,,,,,,,,,,,,,
2476,8650,455,455,0.768722,0.748899,0.000000,0.000000,0.000000,0.000000,1.000000,0.012195,0.083333,0.003953,-0.008351,,,,,,,,,,,,,,,,,,,,,
2476,8582,1827,1827,0.583242,0.561336,0.000000,0.000000,0.000000,0.000000,0.111111,0.001595,0.017857,0.002688,-0.120206,,,,,,,,,,,,,,,,,,,,,
2476,9008,1254,1254,0.667997,0.658420,0.000000,0.000000,0.000000,0.000000,0.111111,0.003165,0.034483,0.002075,-0.045218,,,,,,,,,,,,,,,,,,,,,
2476,1365,1366,1366,0.697436,0.688645,0.000000,0.000000,0.000000,0.000000,0.090909,0.003185,0.045455,0.001656,-0.027919,,,,,,,,,,,,,,,,,,,,,
4400,2476,275,275,0.675182,0.678832,0.000000,0.000000,0.000000,0.000000,1.000000,0.016667,1.000000,0.008197,-0.004114,,,,,,,,,,,,,,,,,,,,,
9784,2476,363,364,0.853591,0.856354,0.000000,0.000000,0.000000,0.000000,0.028571,0.100000,0.100000,0.003953,0.088717,,,,,,,,,,,,,,,,,,,,,
2476,1378,2478,2478,0.640694,0.633831,0.000000,0.000000,0.000000,0.000000,0.038462,0.001934,0.027778,"9.930486593843098E-4",0.013127,,,,,,,,,,,,,,,,,,,,,
7334,2476,756,756,0.699338,0.701987,0.000000,0.000000,0.000000,0.000000,0.200000,0.005208,0.015625,0.003745,-0.050541,,,,,,,,,,,,,,,,,,,,,
2476,1513,1035,1035,0.949710,0.972921,0.000000,0.000000,0.000000,0.000000,"NaN",0.020000,0.500000,0.001076,"4.980424036853272E-4",,,,,,,,,,,,,,,,,,,,,
2476,4678,1315,1315,0.681887,0.684932,0.000000,0.000000,0.000000,0.000000,0.100000,0.004587,0.055556,0.001541,0.041680,,,,,,,,,,,,,,,,,,,,,
2476,1281,2230,2230,0.771198,0.780619,0.000000,0.000000,0.000000,0.000000,0.250000,0.002439,0.034483,"7.84313725490196E-4",-0.011343,,,,,,,,,,,,,,,,,,,,,
7558,2476,28,28,0.777778,0.851852,"NaN",0.000000,0.000000,0.000000,"NaN",0.200000,"NaN",0.066667,-0.009259,,,,,,,,,,,,,,,,,,,,,
4100,2476,833,834,0.576923,0.599760,0.000000,0.000000,0.000000,0.000000,0.076923,0.052632,0.043478,0.002353,0.188054,,,,,,,,,,,,,,,,,,,,,
2476,7170,584,584,0.933105,0.963979,0.000000,0.000000,0.000000,0.000000,1.000000,0.032258,1.000000,0.001961,0.007707,,,,,,,,,,,,,,,,,,,,,
8655,2476,824,824,0.612394,0.623329,0.000000,0.000000,0.000000,0.000000,0.333333,0.004808,0.111111,0.003534,-0.022815,,,,,,,,,,,,,,,,,,,,,
4166,2476,1176,1176,0.688511,0.704681,0.000000,0.000000,0.000000,0.000000,0.333333,0.003759,0.200000,0.001873,-0.012427,,,,,,,,,,,,,,,,,,,,,
5209,2476,5480,5480,0.029567,0.105676,0.000000,0.000000,0.000000,0.000000,0.007042,0.083333,0.500000,0.200000,0.001074,,,,,,,,,,,,,,,,,,,,,
9992,2476,876,876,0.965714,0.936000,"NaN",0.000000,0.000000,0.000000,0.500000,0.037037,0.020833,0.001304,0.001123,,,,,,,,,,,,,,,,,,,,,
5983,2476,925,925,0.577922,0.585498,0.000000,0.000000,0.000000,0.000000,0.250000,0.004464,0.166667,0.003344,-0.006837,,,,,,,,,,,,,,,,,,,,,
2476,4205,708,708,0.722772,0.721358,0.000000,0.000000,0.000000,0.000000,1.000000,0.005435,0.071429,0.003215,-0.062367,,,,,,,,,,,,,,,,,,,,,
2476,4231,1648,1648,0.655131,0.646023,0.000000,0.000000,0.000000,0.000000,0.076923,0.002915,0.030303,0.001451,0.007507,,,,,,,,,,,,,,,,,,,,,
2476,4379,50,50,0.387755,0.306122,0.000000,"NaN",0.000000,"NaN",0.500000,1.000000,1.000000,0.071429,0.169388,,,,,,,,,,,,,,,,,,,,,
2476,6699,374,374,0.847185,0.860590,"NaN","NaN",0.000000,0.000000,"NaN",0.017544,0.200000,0.003953,-0.019355,,,,,,,,,,,,,,,,,,,,,
2476,7373,369,369,0.717391,0.706522,0.000000,0.000000,0.000000,0.000000,0.250000,0.014493,0.166667,0.005435,0.005391,,,,,,,,,,,,,,,,,,,,,
2476,7389,313,313,0.737179,0.737179,0.000000,0.000000,0.000000,0.000000,"NaN",0.014706,0.166667,0.006452,-0.025672,,,,,,,,,,,,,,,,,,,,,
2476,7506,3596,3596,0.105702,0.031989,0.000000,0.000000,0.000000,0.000000,0.004237,0.010101,0.031250,0.083333,"2.3577425697846673E-4",,,,,,,,,,,,,,,,,,,,,
2476,8322,31,31,0.500000,0.533333,0.000000,"NaN",0.000000,"NaN","NaN",0.083333,"NaN",0.333333,-0.158065,,,,,,,,,,,,,,,,,,,,,
8650,6780,111,110,0.945455,0.954545,"NaN",0.000000,0.000000,0.000000,0.500000,0.333333,0.500000,0.010417,0.023833,,,,,,,,,,,,,,,,,,,,,
6780,8582,333,334,0.731928,0.674699,0.000000,0.000000,0.000000,0.000000,0.019608,0.111111,0.037037,0.006452,0.146206,,,,,,,,,,,,,,,,,,,,,
9008,6780,1362,1361,0.380602,0.048494,0.000000,0.000000,0.000000,0.000000,0.003175,0.090909,0.005780,0.055556,0.010947,,,,,,,,,,,,,,,,,,,,,
1365,6780,1339,1338,0.082960,0.051570,0.000000,0.000000,0.000000,0.000000,0.013889,0.500000,0.125000,0.035714,0.018147,,,,,,,,,,,,,,,,,,,,,
4400,6780,315,314,0.894904,0.929936,0.000000,0.000000,0.000000,0.000000,0.071429,0.066667,0.200000,0.004065,0.043049,,,,,,,,,,,,,,,,,,,,,
9784,6780,340,340,0.879056,0.905605,0.000000,0.000000,0.000000,0.000000,"NaN",0.027778,0.200000,0.003906,-0.003175,,,,,,,,,,,,,,,,,,,,,
1378,6780,806,805,0.875776,0.909317,0.000000,0.000000,0.000000,0.000000,0.022222,0.021277,0.043478,0.001698,0.048108,,,,,,,,,,,,,,,,,,,,,
7334,6780,1532,1531,0.128674,0.046375,0.000000,0.000000,0.000000,0.000000,0.008929,0.142857,0.017544,0.047619,0.015591,,,,,,,,,,,,,,,,,,,,,
1513,6780,931,930,0.038710,0.364516,0.000000,0.000000,0.000000,0.000000,0.055556,0.111111,1.000000,0.142857,0.022464,,,,,,,,,,,,,,,,,,,,,
4678,6780,238,237,0.902954,0.919831,"NaN",0.000000,0.000000,0.000000,0.083333,0.111111,0.200000,0.005348,0.046343,,,,,,,,,,,,,,,,,,,,,
1281,6780,764,763,0.115334,0.055046,0.000000,0.000000,0.000000,0.000000,0.023810,1.000000,0.043478,0.047619,0.030357,,,,,,,,,,,,,,,,,,,,,
7558,6780,2627,2626,0.887281,0.914699,0.000000,0.000000,0.000000,0.000000,0.007092,0.007937,0.016393,"4.997501249375312E-4",0.047434,,,,,,,,,,,,,,,,,,,,,
4100,6780,1236,1236,0.127935,0.041296,0.000000,0.000000,0.000000,0.000000,0.008929,0.111111,0.032258,0.166667,0.002818,,,,,,,,,,,,,,,,,,,,,
7170,6780,468,467,0.107066,0.081370,0.000000,0.000000,0.000000,0.000000,0.062500,"NaN",0.166667,0.035714,0.053405,,,,,,,,,,,,,,,,,,,,,
8655,6780,250,249,0.895582,0.915663,"NaN",0.000000,0.000000,0.000000,0.083333,0.076923,0.125000,0.005291,0.042667,,,,,,,,,,,,,,,,,,,,,
4166,6780,334,333,0.924925,0.948949,"NaN",0.000000,0.000000,0.000000,0.090909,0.083333,0.250000,0.003571,0.031828,,,,,,,,,,,,,,,,,,,,,
5209,6780,1152,1151,0.032146,0.357950,0.000000,0.000000,0.000000,0.000000,0.045455,0.111111,"NaN",0.200000,0.019781,,,,,,,,,,,,,,,,,,,,,
9992,6780,3021,3020,0.966887,0.941391,0.000000,0.000000,0.000000,0.000000,0.011905,0.111111,0.011905,"3.6469730123997083E-4",0.028162,,,,,,,,,,,,,,,,,,,,,
5983,6780,743,742,0.912399,0.932615,0.000000,0.000000,0.000000,0.000000,0.035714,0.037037,0.066667,0.001650,0.039717,,,,,,,,,,,,,,,,,,,,,
4205,6780,323,322,0.844720,0.860248,0.000000,0.000000,0.000000,0.000000,0.043478,0.043478,0.055556,0.004831,0.055083,,,,,,,,,,,,,,,,,,,,,
6780,4231,632,633,0.903328,0.866878,0.000000,0.000000,0.000000,0.000000,0.025641,0.071429,0.031250,0.002066,0.058100,,,,,,,,,,,,,,,,,,,,,
4379,6780,2280,2279,0.046073,0.368144,0.000000,0.000000,0.000000,0.000000,0.019608,0.050000,1.000000,0.031250,0.026925,,,,,,,,,,,,,,,,,,,,,
6699,6780,345,344,0.906977,0.918605,0.000000,0.000000,0.000000,0.000000,0.058824,0.083333,0.125000,0.003650,0.047169,,,,,,,,,,,,,,,,,,,,,
7373,6780,329,328,0.731707,0.743902,0.000000,0.000000,0.000000,0.000000,0.015873,0.100000,0.200000,0.006211,0.167701,,,,,,,,,,,,,,,,,,,,,
7389,6780,635,634,0.916404,0.936909,0.000000,0.000000,0.000000,0.000000,0.040000,0.041667,0.083333,0.001927,0.037087,,,,,,,,,,,,,,,,,,,,,
7506,6780,523,522,0.040230,0.362069,0.000000,0.000000,"NaN",0.000000,0.166667,0.166667,1.000000,0.142857,0.023776,,,,,,,,,,,,,,,,,,,,,
8322,6780,1291,1290,0.127907,0.048837,0.000000,0.000000,0.000000,0.000000,0.013333,0.500000,0.014493,0.055556,0.015464,,,,,,,,,,,,,,,,,,,,,
8650,8582,166,166,0.690909,0.666667,0.000000,0.000000,0.000000,0.000000,"NaN",0.025000,0.166667,0.014925,-0.039650,,,,,,,,,,,,,,,,,,,,,
9008,8650,2185,2185,0.668956,0.675366,0.000000,0.000000,0.000000,0.000000,0.010417,0.001965,0.002342,0.002336,-0.050485,,,,,,,,,,,,,,,,,,,,,
8650,1365,1077,1077,0.714684,0.702602,0.000000,0.000000,0.000000,0.000000,0.111111,0.005714,0.058824,0.001764,0.035502,,,,,,,,,,,,,,,,,,,,,
4400,8650,389,389,0.685567,0.688144,0.000000,0.000000,0.000000,0.000000,0.500000,0.014925,0.250000,0.005208,0.039753,,,,,,,,,,,,,,,,,,,,,
9784,8650,1102,1103,0.842870,0.828338,0.000000,0.000000,0.000000,0.000000,0.008929,0.050000,0.034483,0.001305,0.108084,,,,,,,,,,,,,,,,,,,,,
8650,1378,90,90,0.550562,0.516854,0.000000,0.000000,0.000000,"NaN",0.500000,0.066667,0.500000,0.034483,0.055680,,,,,,,,,,,,,,,,,,,,,
7334,8650,89,89,0.693182,0.715909,"NaN",0.000000,0.000000,0.000000,0.500000,0.043478,0.250000,0.031250,-0.058861,,,,,,,,,,,,,,,,,,,,,
8650,1513,771,771,0.937662,0.955844,0.000000,"NaN",0.000000,0.000000,1.000000,0.021739,0.333333,0.001490,0.001007,,,,,,,,,,,,,,,,,,,,,
4678,8650,2337,2337,0.742723,0.746147,0.000000,0.000000,0.000000,0.000000,0.090909,0.002028,0.022727,"8.431703204047217E-4",-0.023549,,,,,,,,,,,,,,,,,,,,,
8650,1281,1533,1533,0.771540,0.782637,0.000000,0.000000,0.000000,0.000000,0.333333,0.003378,0.052632,0.001159,-0.022502,,,,,,,,,,,,,,,,,,,,,
7558,8650,1929,1929,0.600622,0.612552,0.000000,0.000000,0.000000,0.000000,0.142857,0.002257,0.142857,0.001429,0.007278,,,,,,,,,,,,,,,,,,,,,
4100,8650,133,134,0.704545,0.704545,0.000000,0.000000,0.000000,0.000000,0.066667,0.142857,0.166667,0.015385,0.120984,,,,,,,,,,,,,,,,,,,,,
8650,7170,477,477,0.953782,0.960084,0.000000,"NaN",0.000000,0.000000,"NaN",0.052632,0.250000,0.002326,0.004277,,,,,,,,,,,,,,,,,,,,,
8655,8650,2028,2028,0.631475,0.637889,0.000000,0.000000,0.000000,0.000000,0.125000,0.002203,0.050000,0.001255,0.005873,,,,,,,,,,,,,,,,,,,,,
4166,8650,39,39,0.552632,0.578947,0.000000,0.000000,0.000000,"NaN","NaN",0.166667,"NaN",0.071429,0.056680,,,,,,,,,,,,,,,,,,,,,
5209,8650,398,398,0.047859,0.105793,0.000000,0.000000,0.000000,0.000000,0.100000,1.000000,1.000000,0.166667,0.017620,,,,,,,,,,,,,,,,,,,,,
9992,8650,684,684,0.948755,0.926794,0.000000,0.000000,0.000000,0.000000,0.500000,0.041667,0.028571,0.001706,0.006319,,,,,,,,,,,,,,,,,,,,,
5983,8650,515,515,0.682879,0.696498,0.000000,0.000000,0.000000,0.000000,"NaN",0.008621,0.333333,0.004329,-0.011666,,,,,,,,,,,,,,,,,,,,,
8650,4205,1647,1647,0.720535,0.713244,0.000000,0.000000,0.000000,0.000000,0.142857,0.002632,0.028571,0.001311,-0.034869,,,,,,,,,,,,,,,,,,,,,
8650,4231,2475,2475,0.638642,0.630558,0.000000,0.000000,0.000000,0.000000,0.033333,0.001866,0.020000,0.001038,0.001666,,,,,,,,,,,,,,,,,,,,,
8650,4379,1965,1965,0.102342,0.034114,0.000000,0.000000,0.000000,"NaN",0.008065,0.018182,0.090909,0.100000,0.001602,,,,,,,,,,,,,,,,,,,,,
8650,6699,1029,1029,0.803502,0.811284,0.000000,0.000000,0.000000,0.000000,0.166667,0.006897,0.090909,0.001508,0.017053,,,,,,,,,,,,,,,,,,,,,
8650,7373,655,655,0.712538,0.698777,0.000000,0.000000,0.000000,0.000000,0.166667,0.007299,0.076923,0.003236,-0.012436,,,,,,,,,,,,,,,,,,,,,
8650,7389,239,239,0.592437,0.592437,0.000000,"NaN",0.000000,0.000000,0.333333,0.015152,"NaN",0.014085,-0.038589,,,,,,,,,,,,,,,,,,,,,
8650,7506,606,606,0.120661,0.056198,0.000000,"NaN",0.000000,"NaN",0.033333,0.055556,0.125000,0.062500,0.019677,,,,,,,,,,,,,,,,,,,,,
8650,8322,1389,1389,0.489914,0.467579,0.000000,0.000000,0.000000,0.000000,0.045455,0.002463,0.029412,0.004608,-0.066805,,,,,,,,,,,,,,,,,,,,,
9008,8582,1234,1234,0.610706,0.545823,0.000000,0.000000,0.000000,0.000000,0.008475,0.004405,0.004566,0.005319,-0.009466,,,,,,,,,,,,,,,,,,,,,
1365,8582,556,556,0.515315,0.511712,0.000000,0.000000,0.000000,"NaN","NaN",0.004545,0.125000,0.017544,-0.160516,,,,,,,,,,,,,,,,,,,,,
4400,8582,817,817,0.520833,0.522059,0.000000,0.000000,0.000000,0.000000,1.000000,0.002933,0.142857,0.013333,-0.175985,,,,,,,,,,,,,,,,,,,,,
